resume	/ˈrezəmeɪ/	n. 简历
single room	/ˈsɪŋɡl ruːm/	n. 单人间
double room	/ˈdʌbl ruːm/	n. 双人间
twin room	/twɪn ruːm/	n. 双床房
amenities	/əˈmiːnətiz/	n. 便利设施
buffet	/ˈbʊfeɪ/	n. 自助餐
room service	/ruːm ˈsɜːvɪs/	n. 客房服务
laundry service	/ˈlɔːndri ˈsɜːvɪs/	n. 洗衣服务
dry cleaning	/draɪ ˈkliːnɪŋ/	n. 干洗
gym	/dʒɪm/	n. 健身房
swimming pool	/ˈswɪmɪŋ puːl/	n. 游泳池
sauna	/ˈsɔːnə/	n. 桑拿房
concierge	/ˌkɒnsiˈeədʒ/	n. 礼宾员
luggage	/ˈlʌɡɪdʒ/	n. 行李
bellboy	/ˈbelbɔɪ/	n. 行李员
wake-up call	/ˈweɪk ʌp kɔːl/	n. 叫醒服务
occupancy	/ˈɒkjəpənsi/	n. 入住率
rate	/reɪt/	n. 房价
discount	/ˈdɪskaʊnt/	n. 折扣
complimentary	/ˌkɒmplɪ ˈmentri/	adj. 免费的
lobby	/ˈlɒbi/	n. 大堂
elevator	/ˈelɪveɪtə(r)/	n. 电梯
staircase	/ˈsteəkeɪs/	n. 楼梯
corridor	/ˈkɒrɪdɔː(r)/	n. 走廊
balcony	/ˈbælkəni/	n. 阳台
view	/vjuː/	n. 景色
noise	/nɔɪz/	n. 噪音
maintenance	/ ˈmeɪntənəns/	n. 维修
air conditioner	/eə kən ˈdɪʃənə(r)/	n. 空调
heating	/ˈhiːtɪŋ/	n. 暖气
towels	/ˈtaʊəlz/	n. 毛巾
toiletries	/tɔɪˈletriz/	n. 洗漱用品
shampoo	/ʃæmˈpuː/	n. 洗发水
soap	/səʊp/	n. 肥皂
sink	/sɪŋk/	n. 洗手池
clogged	/klɒɡd/	adj. 堵塞的
plumber	/ˈplʌmə(r)/	n. 水管工
fire alarm	/ˈfaɪə əˈlɑːm/	n. 火警报警器
emergency exit	/ɪˈmɜːdʒənsi ˈeksɪt/	n. 紧急出口
library card	/ˈlaɪbrəri kɑːd/	n. 借书证
borrow	/ˈbɒrəʊ/	v. 借阅
lend	/lend/	v. 借出
return	/rɪˈtɜːn/	v. 归还
due date	/djuː deɪ/	n. 到期日
renew	/rɪˈnjuː/	v. 续借
fine	/faɪn/	n. 罚款
overdue	/ˌəʊvəˈdjuː/	adj. 逾期的
catalog	/ˈkætəlɒɡ/	n. 目录
database	/ˈdeɪtəbeɪs/	n. 数据库
search engine	/ˈsɜːtʃ ˈendʒɪn/	n. 搜索引擎
keyword	/ˈkiːwɜːd/	n. 关键词
scholarly journal	/ˈskɒləli ˈdʒɜːnl/	n. 学术期刊
peer- reviewed	/ˌpɪə rɪˈvjuːd/	adj. 同行评审的
article	/ˈɑːtɪkl/	n. 文章
book reserve	/bʊk rɪˈzɜːv/	n. 图书预约
reference book	/ˈrefrəns bʊk/	n. 参考书
encyclopedia	/ɪnˌsaɪklə ˈpiːdiə/	n. 百科全书
dictionary	/ˈdɪkʃənri/	n. 词典
thesis	/ˈθiːsɪs/	n. 论文
dissertation	/ˌdɪsəˈteɪʃn/	n. 博士论文
archive	/ˈɑːkaɪv/	n. 档案库
interlibrary loan	/ˌɪntəˈlaɪbrəri ləʊn/	n. 馆际互借
librarian	/laɪˈbreəriən/	n. 图书管理员
study room	/ˈstʌdi ruːm/	n. 自习室
quiet zone	/ˈkwaɪət zəʊn/	n. 安静区
copy machine	/ˈkɒpi məˈʃiːn/	n. 复印机
printer	/ˈprɪntə(r)/	n. 打印机
scanner	/ˈskænə(r)/	n. 扫描仪
Wi-Fi	/ˈwaɪ faɪ/	n. 无线网络
password	/ˈpɑːswɜːd/	n. 密码
login	/ˈlɒɡɪn/	v. & n. 登录
username	/ˈjuːzəneɪm/	n. 用户名
troubleshoot	/ˈtrʌblʃuːt/	v. 排查故障
malfunction	/ˌmælˈfʌŋkʃn/	v. & n. 故障
software	/ˈsɒftweə(r)/	n. 软件
hardware	/ˈhɑːdweə(r)/	n. 硬件
USB drive	/ˌjuː es ˈbi draɪv/	n. U盘
cloud storage	/klaʊd ˈstɔːrɪdʒ/	n. 云存储
citation	/saɪˈteɪʃn/	n. 引用
plagiarism	/ ˈpleɪdʒərɪzəm/	n. 剽窃
bank account	/bæŋk ə ˈkaʊnt/	n. 银行账户
deposit	/dɪˈpɒzɪt/	v. & n. 存款
withdraw	/wɪðˈdrɔː/	v. 取款
ATM	/ˌeɪ tiː ˈem/	n. 自动取款机
debit card	/ˈdebɪt kɑːd/	n. 借记卡
credit card	/ˈkredɪt kɑːd/	n. 信用卡
credit limit	/ˈkredɪt ˈlɪmɪt/	n. 信用额度
statement	/ˈsteɪtmənt/	n. 银行对账单
balance	/ˈbæləns/	n. 账户余额
overdraft	/ˈəʊvədraft/	n. 透支
interest	/ˈɪntrəst/	n. 利息
savings account	/ˈseɪvɪŋz ə ˈkaʊnt/	n. 储蓄账户
checking account	/ˈtʃekɪŋ ə ˈkaʊnt/	n. 支票账户
loan	/ləʊn/	n. & v. 贷款；借出
mortgage	/ˈmɔːɡɪdʒ/	n. 抵押贷款
collateral	/kəˈlætərəl/	n. 抵押品
repay	/rɪˈpeɪ/	v. 偿还
installment	/ɪnˈstɔːlmənt/	n. 分期付款
credit score	/ˈkredɪt skɔː(r)/	n. 信用评分
teller	/ˈtelə(r)/	n. 银行柜员
manager	/ ˈmænɪdʒə(r)/	n. 银行经理
currency	/ˈkʌrənsi/	n. 货币
exchange rate	/ɪksˈtʃeɪndʒ reɪt/	n. 汇率
transaction	/trænˈzækʃn/	n. 交易
receipt	/rɪˈsiːt/	n. 交易收据
password	/ˈpɑːswɜːd/	n. 密码
pin code	/ˈpɪn kəʊd/	n. 个人识别码
fraud	/frɔːd/	n. 诈骗
secure	/sɪˈkjʊə(r)/	adj. 安全的
online banking	/ˌɒnˈlaɪn ˈbæŋkɪŋ/	n. 网上银行
mobile banking	/ˈməʊbaɪl ˈbæŋkɪŋ/	n. 手机银行
transfer	/trænsˈfɜː(r)/	v. & n. 转账
wire transfer	/ˈwaɪə træns ˈfɜː(r)/	n. 电汇
bill payment	/bɪl ˈpeɪmənt/	n. 账单支付
deposit slip	/dɪˈpɒzɪt slɪp/	n. 存款单
withdrawal slip	/wɪðˈdrɔːəl slɪp/	n. 取款单
endorsement	/ɪnˈdɔːsmənt/	n. 背书
ATM fee	/ˌeɪ tiː ˈem fiː/	n. 取款机手续费
minimum balance	/ˈmɪnɪməm ˈbæləns/	n. 最低余额
service fee	/ˈsɜːvɪs fiː/	n. 服务费
registration	/ˌredʒɪ ˈstreɪʃn/	n. 课程注册
enroll	/ɪnˈrəʊl/	v. 选课；入学
course	/kɔːs/	n. 课程
semester	/sɪ ˈmestə(r)/	n. 学期
quarter	/ˈkwɔːtə(r)/	n. 学季
credit	/ˈkredɪt/	n. 学分
credit hour	/ˈkredɪt ˈaʊə(r)/	n. 学分学时
prerequisite	/ˌpriː ˈrekwəzɪt/	n. 先修课程
core course	/kɔː(r) kɔːs/	n. 核心课程
elective	/ɪˈlektɪv/	n. 选修课
major	/ˈmeɪdʒə(r)/	n. 专业
minor	/ˈmaɪnə(r)/	n. 辅修专业
department	/dɪ ˈpɑːtmənt/	n. 院系
faculty	/ˈfæklti/	n. 教职员工
professor	/prəˈfesə(r)/	n. 教授
instructor	/ɪn ˈstrʌktə(r)/	n. 讲师
syllabus	/ˈsɪləbəs/	n. 课程大纲
schedule	/ˈʃedjuːl/	n. 课程表
classroom	/ˈklɑːsruːm/	n. 教室
lecture hall	/ˈlektʃə hɔːl/	n. 阶梯教室
lab	/læb/	n. 实验室
tutorial	/tjuːˈtɔːriəl/	n. 辅导课
workshop	/ˈwɜːkʃɒp/	n. 研讨班
waitlist	/ˈweɪtlɪst/	n. 候补名单
drop	/drɒp/	v. 退课
add	/æd/	v. 加课
deadline	/ˈdedlaɪn/	n. 截止日期
tuition	/tjuːˈɪʃn/	n. 学费
fee	/fiː/	n. 费用
scholarship	/ˈskɒləʃɪp/	n. 奖学金
grant	/ɡrɑːnt/	n. 助学金
financial aid	/faɪˈnænʃl eɪd/	n. 经济援助
transcript	/ ˈtrænskrɪpt/	n. 成绩单
GPA	/ˌdʒiː piː ˈeɪ/	n. 平均绩点
audit	/ˈɔːdɪt/	v. 旁听
attendance	/əˈtendəns/	n. 出勤率
participation	/pɑːˌtɪsɪ ˈpeɪʃn/	n. 课堂参与
assignment	/ə ˈsaɪnmənt/	n. 作业
exam	/ɪɡˈzæm/	n. 考试
final	/ˈfaɪnl/	n. 期末考试
quiz	/kwɪz/	n. 小测验
paper	/ˈpeɪpə(r)/	n. 论文
presentation	/ˌprezn ˈteɪʃn/	n. 课堂展示
online course	/ˌɒnˈlaɪn kɔːs/	n. 在线课程
symptom	/ˈsɪmptəm/	n. 症状
fever	/ˈfiːvə(r)/	n. 发烧
cough	/kɒf/	v. & n. 咳嗽
cold	/kəʊld/	n. 感冒
flu	/fluː/	n. 流感
headache	/ˈhedeɪk/	n. 头痛
stomachache	/ ˈstʌməkeɪk/	n. 胃痛
fatigue	/fəˈtiːɡ/	n. 疲劳
nausea	/ˈnɔːziə/	n. 恶心
vomit	/ˈvɒmɪt/	v. & n. 呕吐
diarrhea	/ˌdaɪəˈriːə/	n. 腹泻
dehydration	/ˌdiːhaɪ ˈdreɪʃn/	n. 脱水
dizziness	/ˈdɪzɪnəs/	n. 头晕
sore throat	/sɔː θrəʊt/	n. 喉咙痛
runny nose	/ˈrʌni nəʊz/	n. 流鼻涕
allergies	/ˈælədʒiz/	n. 过敏
pollen	/ˈpɒlən/	n. 花粉
rash	/ræʃ/	n. 皮疹
itchy	/ˈɪtʃi/	adj. 发痒的
infection	/ɪnˈfekʃn/	n. 感染
bacteria	/bækˈtɪəriə/	n. 细菌
virus	/ˈvaɪrəs/	n. 病毒
antibiotics	/ˌæntibaɪ ˈɒtɪks/	n. 抗生素
medicine	/ˈmedsn/	n. 药物
prescription	/prɪˈskrɪpʃn/	n. 处方
over-the- counter	/ˌəʊvə ðə ˈkaʊntə(r)/	adj. 非处方的
dosage	/ˈdəʊsɪdʒ/	n. 剂量
side effect	/saɪd ɪˈfekt/	n. 副作用
drowsiness	/ˈdraʊzinəs/	n. 困倦
doctor	/ˈdɒktə(r)/	n. 医生
physician	/fɪˈzɪʃn/	n. 内科医生
specialist	/ˈspeʃəlɪst/	n. 专科医生
dentist	/ˈdentɪst/	n. 牙医
nurse	/nɜːs/	n. 护士
clinic	/ˈklɪnɪk/	n. 诊所
hospital	/ˈhɒspɪtl/	n. 医院
emergency room	/ɪ ˈmɜːdʒənsi ruːm/	n. 急诊室
appointment	/ə ˈpɔɪntmənt/	n. 预约
check-up	/ˈtʃek ʌp/	n. 体检
vaccine	/ˈvæksiːn/	n. 疫苗
immunity	/ɪˈmjuːnəti/	n. 免疫力
diet	/ˈdaɪət/	n. 饮食
nutrition	/njuːˈtrɪʃn/	n. 营养
exercise	/ˈeksəsaɪz/	n. & v. 锻炼
fitness	/ˈfɪtnəs/	n. 健康；健身
stress	/stres/	n. 压力
mental health	/ˈmentl helθ/	n. 心理健康
counseling	/ˈkaʊnslɪŋ/	n. 心理咨询
sleep	/sliːp/	n. & v. 睡眠
wellness	/ˈwelnəs/	n. 健康养生
policy	/ˈpɒləsi/	n. 政策
regulation	/ˌreɡjuˈleɪʃn/	n. 规章制度
rule	/ruːl/	n. 规则
code	/kəʊd/	n. 行为准则
conduct	/ˈkɒndʌkt/	n. 行为
disciplinary	/ˈdɪsəplɪnəri/	adj. 纪律的
violation	/ˌvaɪəˈleɪʃn/	n. 违规
penalty	/ˈpenəlti/	n. 处罚
fine	/faɪn/	n. 罚款
suspension	/səˈspenʃn/	n. 停学
expulsion	/ɪkˈspʌlʃn/	n. 开除
probation	/prəˈbeɪʃn/	n. 留校察看
mandatory	/ˈmændətəri/	adj. 强制性的
optional	/ˈɒpʃənl/	adj. 可选的
curfew	/ˈkɜːfjuː/	n. 宵禁
dormitory	/ˈdɔːmətri/	n. 宿舍
visitor	/ˈvɪzɪtə(r)/	n. 访客
paraphernalia	/ˌpærəfə ˈneɪliə/	n. 违禁物品
inspection	/ɪnˈspekʃn/	n. 检查
attendance	/əˈtendəns/	n. 考勤
excused absence	/ɪkˈskjuːzd ˈæbsəns/	n. 请假
plagiarism	/ ˈpleɪdʒərɪzəm/	n. 剽窃
academic integrity	/ˌækəˈdemɪk ɪnˈteɡrəti/	n. 学术诚信
tuition waiver	/tjuːˈɪʃn ˈweɪvə(r)/	n. 学费减免
scholarship renewal	/ˈskɒləʃɪp rɪ ˈnjuːəl/	n. 奖学金续领
campus security	/ˈkæmpəs sɪ ˈkjʊərəti/	n. 校园安全
emergency protocol	/ɪˈmɜːdʒənsi ˈprəʊtəkɒl/	n. 应急规程
evacuation	/ɪˌvækjuˈeɪʃn/	n. 疏散
sustainability	/səˌsteɪnə ˈbɪləti/	n. 可持续发展政策
recycling program	/ˌriːˈsaɪklɪŋ ˈprəʊɡræm/	n. 回收计划
vehicle registration	/ˈviːəkl ˌredʒɪ ˈstreɪʃn/	n. 车辆登记
parking permit	/ˈpɑːkɪŋ ˈpɜːmɪt/	n. 停车许可证
accessibility	/əkˌsesəˈbɪləti/	n. 无障碍设施政策
disability services	/ˌdɪsəˈbɪləti ˈsɜːvɪsɪz/	n. 残障服务
pet policy	/pet ˈpɒləsi/	n. 宠物政策
service animal	/ˈsɜːvɪs ˈænɪml/	n. 服务型动物
meal plan	/miːl plæn/	n. 餐卡政策
dining hall	/ˈdaɪnɪŋ hɔːl/	n. 食堂
graduation requirement	/ˌɡrædʒuˈeɪʃn rɪˈkwaɪəmənt/	n. 毕业要求
orientation	/ˌɔːriənˈteɪʃn/	n. 新生入学指
campus tour	/ˈkæmpəs tʊə(r)/	n. 校园参观
club fair	/klʌb feə(r)/	n. 社团招新大会
student organization	/ˈstjuːdnt ˌɔːɡənaɪ ˈzeɪʃn/	n. 学生组织
fraternity	/frəˈtɜːnəti/	n. 兄弟会
sorority	/səˈrɒrəti/	n. 姐妹会
fundraiser	/ ˈfʌndreɪzə(r)/	n. 筹款活动
charity	/ˈtʃærəti/	n. 慈善活动
bake sale	/beɪk seɪl/	n. 烘焙义卖
auction	/ˈɔːkʃn/	n. 拍卖会
concert	/ˈkɒnsət/	n. 音乐会
performance	/pəˈfɔːməns/	n. 演出
theater	/ˈθɪətə(r)/	n. 剧院
exhibition	/ˌeksɪˈbɪʃn/	n. 展览
gallery	/ˈɡæləri/	n. 画廊
workshop	/ˈwɜːkʃɒp/	n. 研习会
seminar	/ˈsemɪnɑː(r)/	n. 研讨会
lecture series	/ˈlektʃə ˈsɪəriːz/	n. 系列讲座
guest speaker	/ɡest ˈspiːkə(r)/	n. 客座演讲者
debate	/dɪˈbeɪt/	n. 辩论赛
competition	/ˌkɒmpəˈtɪʃn/	n. 竞赛
sports event	/ˈspɔːts ɪ ˈvent/	n. 体育赛事
athletics	/æθˈletɪks/	n. 体育运动
team spirit	/tiːm ˈspɪrɪt/	n. 团队精神
cheerleading	/ˈtʃɪəliːdɪŋ/	n. 啦啦队活动
tailgate party	/ˈteɪlɡeɪt ˈpɑːti/	n. 车尾派对
homecoming	/ ˈhəʊmkʌmɪŋ/	n. 返校节
parade	/pəˈreɪd/	n. 游行
dance	/dɑːns/	n. 舞会
formal	/ˈfɔːml/	adj. 正式的
prom	/prɒm/	n. 毕业舞会
catering	/ˈkeɪtərɪŋ/	n. 餐饮服务
graduation ceremony	/ˌɡrædʒu ˈeɪʃn ˈserəməni/	n. 毕业典礼
diploma	/dɪˈpləʊmə/	n. 毕业证书
commencement speech	/kə ˈmensmənt spiːtʃ/	n. 毕业致辞
alumni	/əˈlʌmnaɪ/	n. 校友
field trip	/fiːld trɪp/	n. 实地考察
volunteer activity	/ˌvɒlənˈtɪə ækˈtɪvəti/	n. 志愿活动
potluck	/ˈpɒtlʌk/	n. 百乐餐
movie night	/ˈmuːvi naɪt/	n. 电影之夜
game night	/ɡeɪm naɪt/	n. 游戏之夜
picnic	/ˈpɪknɪk/	n. 野餐
cultural festival	/ˈkʌltʃərəl ˈfestɪvl/	n. 文化节
talent show	/ˈtælənt ʃəʊ/	n. 才艺表演
karaoke night	/ˌkæriˈəʊki naɪt/	n. 卡拉OK之夜
psychology	/saɪ ˈkɒlədʒi/	n. 心理学
cognition	/kɒɡˈnɪʃn/	n. 认知
perception	/pəˈsepʃn/	n. 感知
attention	/əˈtenʃn/	n. 注意力
memory	/ˈmeməri/	n. 记忆
short-term memory	/ˌʃɔːt tɜːm ˈmeməri/	n. 短时记忆
long-term memory	/ˌlɒŋ tɜːm ˈmeməri/	n. 长时记忆
recall	/rɪˈkɔːl/	v. 回忆
recognition	/ˌrekəɡ ˈnɪʃn/	n. 识别
learning	/ˈlɜːnɪŋ/	n. 学习
conditioning	/kən ˈdɪʃənɪŋ/	n. 条件作用
reinforcement	/ˌriːɪn ˈfɔːsmənt/	n. 强化
behavior	/bɪ ˈheɪvjə(r)/	n. 行为
motivation	/ˌməʊtɪ ˈveɪʃn/	n. 动机
emotion	/ɪˈməʊʃn/	n. 情绪
mood	/muːd/	n. 心境
personality	/ˌpɜːsə ˈnæləti/	n. 人格
extroversion	/ˌekstrə ˈvɜːʃn/	n. 外向性
introversion	/ˌɪntrə ˈvɜːʃn/	n. 内向性
intelligence	/ɪn ˈtelɪdʒəns/	n. 智力
IQ	/ˌaɪ ˈkjuː/	n. 智商
creativity	/ˌkriːeɪ ˈtɪvəti/	n. 创造力
problem- solving	/ˈprɒbləm ˌsɒlvɪŋ/	n. 问题解决
decision- making	/dɪˈsɪʒn ˌmeɪkɪŋ/	n. 决策
intuition	/ˌɪntjuˈɪʃn/	n. 直觉
stress	/stres/	n. 压力
anxiety	/æŋˈzaɪəti/	n. 焦虑
depression	/dɪˈpreʃn/	n. 抑郁
therapy	/ˈθerəpi/	n. 治疗
counseling	/ˈkaʊnslɪŋ/	n. 心理咨询
empathy	/ˈempəθi/	n. 共情
sympathy	/ˈsɪmpəθi/	n. 同情
self-esteem	/ˌself ɪ ˈstiːm/	n. 自尊
